type,id,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,len,label,first_word,data
CSI_DATA,16123,60:32:b1:0c:75:92,-42,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,200919876,0,83,0,128,Still,0,"0,0,-9,4,-6,0,-3,-3,-1,-7,0,-10,1,-12,1,-14,1,-16,0,-17,-1,-17,-2,-17,-2,-16,-3,-14,-3,-12,-3,-10,-2,-8,-1,-5,0,-3,2,-1,3,1,4,2,5,4,6,4,6,5,7,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,5,10,6,11,7,12,8,12,8,12,8,12,8,11,8,10,7,7,6,5,5,1,4,-2,3,-5,3,-8,3,-11,4,-14,5,-17,6,-18,7,-19,9,-20,9,-19,10,-18,11,-17,10,-14,8"
CSI_DATA,16124,60:32:b1:0c:75:92,-42,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,200928852,0,83,0,128,Still,0,"0,0,4,-9,4,-4,4,0,4,4,5,8,6,11,7,12,8,14,10,14,11,14,11,13,11,11,10,10,9,8,8,7,5,5,3,4,1,3,-2,1,-4,1,-7,0,-8,0,-9,0,-10,-1,-10,0,-10,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-12,0,-14,0,-15,0,-17,-1,-18,-1,-18,-1,-17,-1,-16,-1,-14,-1,-11,-1,-8,-2,-5,-3,-2,-4,1,-6,4,-9,7,-11,9,-14,10,-16,11,-18,11,-20,11,-21,9,-22,8,-21,7,-19,7,-17"
CSI_DATA,16125,60:32:b1:0c:75:92,-42,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,200943739,0,83,0,128,Still,0,"0,0,4,-10,4,-5,4,0,6,3,6,7,8,9,9,11,11,12,13,12,13,12,14,11,13,9,12,7,11,6,9,5,6,4,4,3,1,3,-1,2,-4,2,-6,2,-8,2,-9,2,-10,2,-10,2,-10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,1,-12,0,-14,0,-16,0,-17,0,-18,0,-18,0,-17,0,-16,0,-14,0,-12,-1,-9,-2,-5,-3,-2,-5,1,-7,4,-9,6,-12,7,-15,8,-17,9,-19,9,-21,9,-23,7,-23,6,-23,5,-21,5,-18"
CSI_DATA,16126,60:32:b1:0c:75:92,-42,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,200952071,0,83,0,128,Still,0,"0,0,-6,-7,-2,-6,2,-4,5,-2,8,-2,11,-2,13,-2,14,-3,15,-4,15,-5,15,-5,14,-6,12,-6,10,-5,8,-5,6,-3,4,-2,2,0,0,1,-1,3,-2,5,-3,6,-4,7,-4,7,-4,7,-4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,7,-4,9,-5,11,-6,12,-6,13,-7,14,-6,14,-6,13,-6,12,-5,11,-5,8,-4,5,-4,2,-4,-1,-5,-4,-5,-8,-7,-10,-8,-13,-10,-14,-12,-16,-13,-17,-14,-17,-15,-16,-15,-15,-13,-14,-11,-12"
CSI_DATA,16127,60:32:b1:0c:75:92,-42,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,200967683,0,83,0,128,Still,0,"0,0,-4,-9,-1,-7,3,-4,6,-2,9,-1,12,1,14,0,16,0,17,-1,18,-1,17,-2,16,-3,14,-3,12,-4,10,-3,7,-2,5,-1,2,0,0,2,-2,3,-3,5,-5,6,-5,7,-6,7,-6,8,-6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,7,-7,8,-8,10,-9,12,-10,13,-11,13,-11,13,-10,13,-10,12,-9,10,-7,8,-6,5,-5,2,-4,-2,-4,-5,-4,-9,-5,-12,-6,-16,-7,-18,-9,-20,-10,-21,-11,-22,-12,-22,-12,-20,-12,-18,-10,-15"
CSI_DATA,16128,60:32:b1:0c:75:92,-42,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,200982923,0,83,0,128,Still,0,"0,0,-9,4,-6,0,-4,-4,-2,-7,-1,-11,0,-14,-1,-16,-1,-17,-2,-18,-3,-18,-4,-18,-4,-17,-4,-15,-5,-13,-4,-11,-3,-8,-2,-6,0,-3,2,-1,3,0,5,2,6,3,7,4,8,5,8,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,4,11,6,13,7,14,7,15,8,15,8,14,8,13,7,11,6,9,5,6,4,2,4,-2,3,-5,4,-8,4,-12,5,-15,7,-17,8,-19,10,-20,11,-20,13,-20,13,-19,13,-17,12,-14,11"
CSI_DATA,16129,60:32:b1:0c:75:92,-42,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,200994678,0,83,0,128,Still,0,"0,0,-10,1,-6,-2,-2,-4,1,-7,3,-10,4,-12,5,-15,6,-16,5,-17,4,-18,3,-18,2,-17,1,-15,1,-14,0,-11,0,-9,1,-6,1,-3,2,-1,3,2,3,4,4,6,5,6,5,7,6,7,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,8,8,10,9,11,10,12,10,13,10,13,10,13,9,12,7,10,6,8,3,6,0,5,-3,3,-7,2,-10,1,-13,0,-16,0,-19,1,-22,2,-23,3,-24,4,-24,5,-23,5,-20,5,-18,5"
CSI_DATA,16130,60:32:b1:0c:75:92,-41,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,201009887,0,83,0,128,Still,0,"0,0,-8,5,-6,1,-4,-3,-4,-6,-3,-10,-3,-13,-3,-15,-4,-16,-6,-17,-6,-17,-7,-17,-8,-15,-7,-13,-7,-11,-6,-10,-4,-7,-3,-5,-1,-4,2,-2,3,-1,5,0,7,1,8,1,8,2,8,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,5,10,6,11,7,13,8,13,8,14,8,13,8,12,7,11,7,8,6,5,5,2,4,-1,4,-5,4,-8,5,-11,6,-14,7,-16,9,-18,10,-19,12,-18,14,-18,14,-17,14,-15,13,-13,11"
CSI_DATA,16131,60:32:b1:0c:75:92,-42,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,201019870,0,83,0,128,Still,0,"0,0,2,-10,2,-5,4,-1,6,2,7,5,9,8,11,8,13,9,14,9,15,9,15,8,14,7,13,5,11,4,9,3,7,3,4,2,1,2,-1,2,-4,2,-6,2,-7,3,-9,3,-9,3,-9,4,-9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,2,-11,2,-13,3,-15,3,-17,3,-17,3,-17,4,-17,3,-15,3,-14,2,-11,1,-8,0,-6,-2,-3,-4,0,-7,1,-10,3,-13,4,-16,5,-18,5,-20,5,-22,4,-23,3,-24,2,-23,1,-21,2,-18"
CSI_DATA,16132,60:32:b1:0c:75:92,-42,11,1,4,0,0,1,0,1,0,0,-95,0,1,0,201032729,0,83,0,128,Still,0,"0,0,9,0,5,2,1,4,-2,6,-5,9,-7,11,-8,13,-9,14,-8,15,-7,16,-6,16,-5,15,-4,14,-3,12,-3,10,-2,7,-2,5,-2,2,-3,-1,-3,-3,-4,-5,-5,-7,-5,-7,-6,-8,-6,-8,-6,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-8,-5,-11,-5,-13,-6,-15,-6,-16,-7,-16,-7,-17,-6,-16,-6,-15,-5,-13,-4,-11,-2,-8,0,-6,3,-4,6,-1,9,0,12,2,15,2,18,2,20,2,22,1,23,0,23,-1,22,-1,20,-2,17,-2"
CSI_DATA,16133,60:32:b1:0c:75:92,-42,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,201043179,0,83,0,128,Still,0,"0,0,9,-5,6,-1,3,2,2,6,0,9,0,12,0,14,0,16,1,17,2,17,3,17,4,16,4,14,4,13,3,10,2,8,1,5,-1,3,-3,1,-4,-1,-6,-3,-8,-4,-9,-4,-9,-5,-9,-5,-9,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-5,-10,-7,-11,-9,-12,-10,-14,-11,-14,-11,-14,-11,-14,-11,-13,-10,-11,-9,-9,-8,-6,-7,-3,-5,1,-5,4,-4,7,-5,11,-5,14,-7,17,-8,19,-10,20,-11,20,-12,20,-13,19,-13,17,-12,14,-11"
CSI_DATA,16134,60:32:b1:0c:75:92,-41,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,201052961,0,83,0,128,Still,0,"0,0,-8,-6,-4,-6,0,-5,4,-5,7,-5,10,-6,12,-7,14,-8,14,-9,14,-11,13,-11,11,-11,10,-11,8,-10,7,-8,5,-6,4,-4,2,-1,1,0,0,3,0,5,0,6,0,8,0,9,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,8,-3,9,-4,11,-4,13,-5,14,-5,15,-5,15,-5,15,-4,13,-4,12,-4,10,-3,7,-4,3,-5,0,-6,-3,-8,-6,-9,-9,-11,-11,-13,-12,-15,-13,-17,-14,-18,-14,-19,-13,-19,-12,-17,-11,-15,-9"
CSI_DATA,16135,60:32:b1:0c:75:92,-42,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,201067925,0,83,0,128,Still,0,"0,0,5,7,1,5,-3,4,-6,2,-10,2,-12,2,-14,2,-16,3,-17,4,-17,5,-17,5,-15,6,-14,6,-12,6,-9,5,-7,3,-6,2,-4,0,-2,-2,0,-4,0,-6,1,-7,1,-9,2,-9,2,-10,2,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-8,5,-10,6,-11,7,-13,8,-14,8,-15,8,-15,7,-14,7,-13,6,-12,6,-9,5,-6,4,-3,4,0,4,4,4,7,6,10,7,13,9,15,11,16,12,17,14,17,14,17,14,16,13,14,11,12"
CSI_DATA,16136,60:32:b1:0c:75:92,-42,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,201079184,0,83,0,128,Still,0,"0,0,-10,-3,-5,-5,-1,-5,3,-6,6,-8,8,-10,9,-12,10,-13,10,-14,10,-15,9,-15,8,-15,6,-14,5,-12,4,-10,3,-8,3,-5,2,-3,2,0,2,3,2,5,3,6,3,8,3,9,3,9,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,10,1,12,1,14,2,16,2,16,2,17,2,16,1,15,1,13,0,10,-1,8,-2,5,-4,2,-7,-1,-9,-3,-12,-5,-15,-7,-18,-7,-20,-7,-22,-7,-23,-7,-23,-5,-23,-5,-21,-4,-18,-3"
CSI_DATA,16137,60:32:b1:0c:75:92,-41,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,201093985,0,83,0,128,Still,0,"0,0,-4,8,-5,4,-5,0,-6,-4,-7,-7,-9,-10,-10,-11,-12,-12,-13,-12,-14,-12,-14,-11,-14,-9,-13,-8,-12,-6,-10,-5,-7,-5,-5,-4,-2,-3,0,-3,3,-3,5,-3,6,-3,7,-3,8,-3,9,-4,8,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,10,-1,12,-1,14,-1,15,-1,16,-1,16,-1,16,-1,14,0,13,-1,10,0,7,1,4,2,1,3,-2,5,-4,8,-6,11,-8,13,-9,15,-9,18,-9,20,-9,21,-7,21,-6,21,-5,19,-5,16"
CSI_DATA,16138,60:32:b1:0c:75:92,-42,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,201104230,0,83,0,128,Still,0,"0,0,4,-9,4,-5,4,-1,5,3,6,7,8,9,9,11,10,12,12,12,13,12,13,11,12,9,12,8,10,7,9,5,6,4,4,3,1,2,-2,2,-4,2,-6,1,-8,1,-9,1,-9,2,-10,2,-10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-11,0,-13,-1,-15,-1,-17,-1,-18,-1,-18,0,-17,-1,-16,-1,-14,-1,-11,-1,-8,-2,-5,-3,-2,-4,1,-7,4,-9,6,-11,8,-14,8,-17,9,-19,9,-21,9,-22,7,-22,7,-22,6,-20,5,-18"
CSI_DATA,16139,60:32:b1:0c:75:92,-42,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,201116432,0,83,0,128,Still,0,"0,0,-2,-10,0,-7,3,-3,6,0,9,2,11,3,13,4,15,4,17,4,17,3,17,2,16,1,14,0,13,0,10,-1,8,0,5,0,2,1,0,2,-2,3,-4,4,-5,5,-6,6,-7,6,-7,6,-7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,5,-10,5,-11,6,-13,7,-14,8,-15,9,-15,9,-14,8,-13,7,-12,6,-10,5,-8,2,-6,0,-4,-3,-3,-6,-1,-9,-1,-13,-1,-16,-1,-19,-2,-21,-3,-23,-4,-24,-5,-23,-5,-23,-6,-21,-5,-18"
CSI_DATA,16140,60:32:b1:0c:75:92,-42,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,201132395,0,83,0,128,Still,0,"0,0,-5,9,-5,4,-5,0,-6,-5,-7,-8,-9,-11,-10,-12,-11,-13,-13,-13,-14,-13,-14,-12,-14,-11,-13,-9,-12,-8,-10,-6,-8,-5,-5,-4,-2,-3,0,-3,3,-2,5,-2,7,-2,8,-2,9,-3,9,-3,9,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,11,-1,13,0,15,0,16,0,17,-1,17,-1,17,-1,15,-1,13,0,11,0,8,1,5,2,1,4,-2,6,-5,8,-7,11,-9,14,-10,16,-10,18,-10,20,-10,22,-9,22,-8,22,-7,20,-6,17"
CSI_DATA,16141,60:32:b1:0c:75:92,-42,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,201149232,0,83,0,128,Still,0,"0,0,-8,-8,-3,-6,1,-5,5,-4,9,-4,12,-4,14,-5,15,-6,16,-7,17,-7,16,-8,14,-8,12,-8,10,-8,8,-7,6,-5,4,-3,3,-1,1,2,0,4,-1,5,-2,7,-2,8,-2,9,-2,9,-2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,8,-4,10,-5,12,-6,14,-6,15,-7,16,-7,16,-6,15,-6,14,-5,12,-5,10,-5,7,-4,3,-5,0,-6,-4,-6,-8,-8,-11,-10,-14,-12,-15,-15,-17,-16,-17,-17,-17,-18,-17,-18,-16,-17,-14,-14,-12"
CSI_DATA,16142,60:32:b1:0c:75:92,-42,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,201159013,0,83,0,128,Still,0,"0,0,3,9,0,5,-3,3,-7,0,-10,-1,-13,-2,-15,-2,-17,-2,-18,-1,-19,0,-18,1,-17,1,-15,2,-13,2,-11,2,-8,1,-6,0,-3,-2,-1,-3,1,-4,3,-5,4,-7,4,-8,4,-8,5,-9,5,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-8,6,-9,8,-10,9,-12,10,-13,11,-13,11,-13,11,-13,10,-12,9,-10,7,-8,6,-5,4,-2,4,1,3,4,3,8,3,11,4,15,5,17,6,19,8,20,8,21,10,21,10,20,10,18,8,15"
CSI_DATA,16143,60:32:b1:0c:75:92,-42,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,201168015,0,83,0,128,Still,0,"0,0,0,10,-2,5,-4,2,-7,-2,-9,-4,-12,-6,-14,-6,-15,-7,-17,-7,-18,-6,-17,-5,-17,-4,-15,-3,-13,-2,-11,-1,-9,-2,-6,-2,-3,-2,0,-3,2,-4,4,-5,5,-5,6,-6,7,-6,7,-7,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-5,9,-6,11,-7,13,-8,14,-8,15,-9,14,-9,14,-9,13,-8,11,-7,9,-5,7,-3,5,-1,3,2,1,6,0,9,-1,12,-1,15,-1,18,0,20,1,22,2,23,3,23,3,22,3,20,3,17"
CSI_DATA,16144,60:32:b1:0c:75:92,-42,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,201181598,0,83,0,128,Still,0,"0,0,-8,7,-6,2,-5,-2,-4,-6,-4,-10,-5,-12,-6,-15,-6,-16,-8,-17,-9,-17,-10,-16,-10,-14,-10,-13,-9,-11,-8,-9,-6,-7,-4,-5,-1,-4,1,-2,4,-2,6,-1,7,0,8,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,4,11,5,13,6,14,6,15,7,16,7,15,6,14,6,12,5,10,4,7,4,3,4,0,4,-4,5,-7,6,-11,8,-13,10,-15,11,-16,14,-17,15,-17,17,-16,17,-15,18,-14,16,-12,14"
CSI_DATA,16145,60:32:b1:0c:75:92,-42,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,201197473,0,83,0,128,Still,0,"0,0,-10,-3,-6,-4,-1,-5,3,-6,6,-9,8,-10,9,-11,10,-13,10,-14,10,-15,9,-15,7,-15,6,-14,5,-12,4,-10,3,-8,3,-5,2,-2,2,0,2,2,2,5,2,6,2,8,3,8,3,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,10,2,12,2,14,2,15,2,16,2,16,2,16,2,14,1,13,1,10,0,8,-2,5,-4,2,-7,-1,-9,-3,-12,-5,-15,-6,-18,-7,-20,-7,-22,-7,-23,-7,-23,-5,-23,-4,-21,-4,-18,-3"
CSI_DATA,16146,60:32:b1:0c:75:92,-41,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,201207095,0,83,0,128,Still,0,"0,0,-7,7,-6,3,-5,-1,-5,-5,-5,-8,-6,-11,-7,-13,-8,-14,-10,-15,-10,-14,-11,-14,-11,-13,-11,-11,-10,-9,-8,-8,-6,-6,-4,-5,-2,-4,1,-3,3,-2,5,-2,6,-1,8,-1,8,-1,9,-2,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,9,2,11,3,13,4,14,5,15,4,15,4,15,4,13,4,12,3,9,3,7,3,3,3,0,4,-3,4,-6,6,-9,8,-11,10,-12,12,-14,14,-14,16,-14,17,-14,18,-12,18,-11,17,-9,14"
CSI_DATA,16147,60:32:b1:0c:75:92,-42,11,1,5,0,0,1,0,1,0,0,-95,0,1,0,201220732,0,83,0,128,Still,0,"0,0,2,10,-1,6,-4,3,-7,0,-10,-2,-13,-3,-15,-3,-16,-3,-18,-3,-18,-2,-18,-1,-17,0,-16,1,-14,1,-11,1,-9,0,-6,0,-4,-2,-1,-3,1,-4,2,-6,3,-7,4,-7,5,-8,5,-8,5,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-6,8,-7,10,-8,12,-9,13,-10,14,-11,14,-11,13,-10,12,-9,10,-8,9,-7,7,-4,5,-2,3,1,2,5,1,9,1,12,2,15,3,18,3,20,5,21,5,22,7,22,7,21,7,19,6,17"
